"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderWater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_enUS","AreaName_enGB","AreaName_koKR","AreaName_frFR","AreaName_deDE","AreaName_enCN","AreaName_zhCN","AreaName_enTW","AreaName_Mask","FactionGroupMask","LiquidTypeID","MinElevation","AmbientMultiplier","LightID"
"296","0","0","37","64","0","11","24","0","122","0","South Seas UNUSED","","","","","","","","4128894","0","0","0","0","0"
"297","0","33","38","64","0","11","0","0","0","50","Jaguero Isle","","","","","","","","4128894","0","0","0","0","0"
"298","0","11","39","64","0","11","0","3","0","0","Baradin Bay","","","","","","","","4128894","0","0","0","0","0"
"299","0","11","40","64","0","11","0","0","0","0","Menethil Bay","","","","","","","","4128894","0","0","0","0","0"
"300","0","8","41","64","0","11","0","0","0","41","Misty Reed Strand","","","","","","","","4128894","0","0","0","0","0"
"301","0","33","42","64","0","11","0","3","0","0","The Savage Coast","","","","","","","","8323198","0","0","0","0","0"
"302","0","33","565","64","0","11","0","0","0","0","The Crystal Shore","","","","","","","","4128894","0","0","0","0","0"
"303","0","33","43","64","0","11","0","0","0","0","Shell Beach","","","","","","","","8323198","0","0","0","0","0"
"305","0","130","44","64","0","11","0","0","0","0","North Tide's Run","","","","","","","","4128894","0","0","0","0","0"
"306","0","130","45","64","0","11","0","0","0","0","South Tide's Run","","","","","","","","4128894","0","0","0","0","0"
"307","0","47","46","64","0","11","0","1","0","48","The Overlook Cliffs","","","","","","","","8323198","0","0","0","0","0"
"308","0","0","631","64","0","11","0","1","0","0","The Forbidding Sea","","","","","","","","4128894","0","0","0","0","0"
"309","0","11","47","64","0","11","0","0","0","24","Ironbeard's Tomb","","","","","","","","8323198","0","0","0","0","0"
"310","0","33","48","64","0","11","0","0","0","41","Crystalvein Mine","","","","","","","","8323198","0","0","0","0","0"
"311","0","33","589","64","0","11","0","0","0","44","Ruins of Aboraz","","","","","","","","4128894","0","0","0","0","0"
"312","0","33","49","64","0","11","0","0","0","0","Janeiro's Point","","","","","","","","4128894","0","0","0","0","0"
"313","0","45","632","64","0","11","0","0","302","31","Northfold Manor","","","","","","","","8323198","0","0","0","0","0"
"314","0","45","50","64","0","11","0","0","301","33","Go'Shek Farm","","","","","","","","8323198","0","0","0","0","0"
"315","0","45","590","64","0","11","0","0","301","31","Dabyrie's Farmstead","","","","","","","","8323198","0","0","0","0","0"
"316","0","45","51","64","0","11","31","0","0","35","Boulderfist Hall","","","","","","","","8323198","0","0","0","0","0"
"317","0","45","609","64","0","11","0","3","0","33","Witherbark Village","","","","","","","","8323198","0","0","0","0","0"
"318","0","45","52","64","0","11","0","0","0","36","Drywhisker Gorge","","","","","","","","8323198","0","0","0","0","0"
"320","0","45","53","64","0","11","0","0","123","30","Refuge Pointe","","","","","","","","8323198","0","0","0","0","0"
"321","0","45","54","64","0","11","0","14","0","30","Hammerfall","","","","","","","","8323198","0","0","0","0","0"
"322","0","45","581","64","0","11","0","8","0","0","Blackwater Shipwrecks","","","","","","","","8323198","0","0","0","0","0"
"323","0","45","55","64","0","11","0","0","0","0","O'Breen's Camp","","","","","","","","8323198","0","0","0","0","0"
"324","0","45","56","64","0","11","0","186","182","36","Stromgarde Keep","","","","","","","","8323198","0","0","0","0","0"
"325","0","45","57","64","0","11","0","0","0","0","The Tower of Arathor","","","","","","","","8323198","0","0","0","0","0"
"326","0","45","58","64","0","11","0","0","0","0","The Sanctum","","","","","","","","8323198","0","0","0","0","0"
"327","0","45","59","64","0","11","0","3","0","40","Faldir's Cove","","","","","","","","8323198","0","0","0","0","0"
"328","0","45","566","64","0","11","0","192","0","0","The Drowned Reef","","","","","","","","8323198","0","0","0","0","0"
"330","0","0","60","64","0","11","44","3","0","0","Thandol Span","","","","","","","","8323198","0","0","0","0","0"
"331","1","0","61","64","0","11","48","11","0","0","Ashenvale","","","","","","","","4128894","0","0","0","0","0"
"332","1","0","62","64","0","11","0","9","0","0","The Great Sea","","","","","","","","4128894","0","0","0","0","0"
"333","0","45","63","64","0","11","0","0","0","38","Circle of East Binding","","","","","","","","8323198","0","0","0","0","0"
"334","0","45","64","64","0","11","0","0","0","38","Circle of West Binding","","","","","","","","8323198","0","0","0","0","0"
"335","0","45","65","64","0","11","0","0","0","38","Circle of Inner Binding","","","","","","","","8323198","0","0","0","0","0"
"336","0","45","66","64","0","11","0","0","0","38","Circle of Outer Binding","","","","","","","","8323198","0","0","0","0","0"
"337","0","3","67","64","0","11","25","7","0","36","Apocryphan's Rest","","","","","","","","8323198","0","0","0","0","0"
"338","0","3","633","64","0","11","25","7","0","39","Angor Fortress","","","","","","","","8323198","0","0","0","0","0"
"339","0","3","634","64","0","11","25","0","0","45","Lethlor Ravine","","","","","","","","8323198","0","0","0","0","0"
"340","0","3","68","64","0","11","25","0","0","38","Kargath","","","","","","","","8323198","0","0","0","0","0"
"341","0","3","69","64","0","11","25","0","0","36","Camp Kosh","","","","","","","","8323198","0","0","0","0","0"
"342","0","3","70","64","0","11","25","0","0","39","Camp Boff","","","","","","","","8323198","0","0","0","0","0"
"343","0","3","71","64","0","11","25","0","0","0","Camp Wurg","","","","","","","","8323198","0","0","0","0","0"
"344","0","3","72","64","0","11","25","0","0","43","Camp Cagg","","","","","","","","8323198","0","0","0","0","0"
"345","0","3","73","64","0","11","25","7","0","39","Agmond's End","","","","","","","","8323198","0","0","0","0","0"
"346","0","3","74","64","0","11","25","0","0","36","Hammertoe's Digsite","","","","","","","","8323198","0","0","0","0","0"
"347","0","3","75","64","0","11","25","0","0","43","Dustbelch Grotto","","","","","","","","8323198","0","0","0","0","0"
"348","0","47","76","64","0","11","0","1","609","41","Aerie Peak","","","","","","","","8323198","0","0","0","0","0"
"349","0","47","77","64","0","11","0","1","0","0","Wildhammer Keep","","","","","","","","8323198","0","0","0","0","0"
"350","0","47","78","64","0","11","0","1","0","45","Quel'Danil Lodge","","","","","","","","8323198","0","0","0","0","0"
"351","0","47","79","64","0","11","0","1","0","48","Skulk Rock","","","","","","","","8323198","0","0","0","0","0"
"352","0","47","80","64","0","11","0","1","0","0","Zun'watha","","","","","","","","8323198","0","0","0","0","0"
"353","0","47","81","64","0","11","0","3","0","44","Shadra'Alor","","","","","","","","8323198","0","0","0","0","0"
"354","0","47","591","64","0","11","0","227","0","45","Jintha'Alor","","","","","","","","8323198","0","0","0","0","0"
"355","0","47","592","64","0","11","0","176","0","46","The Altar of Zul","","","","","","","","8323198","0","0","0","0","0"
"356","0","47","82","64","0","11","0","76","0","41","Seradane","","","","","","","","8323198","0","0","0","0","0"
"357","1","0","83","64","0","11","48","3","0","0","Feralas","","","","","","","","4128894","0","0","0","0","0"
"358","1","215","84","64","0","11","25","9","0","0","Brambleblade Ravine","","","","","","","","4128894","0","0","0","0","0"
"359","1","17","85","64","0","11","0","7","0","25","Bael Modan","","","","","","","","8323198","0","0","0","0","0"
"360","1","215","86","64","0","11","0","9","0","7","The Venture Co. Mine","","","","","","","","8323198","0","0","0","0","0"
"361","1","0","87","64","0","11","28","193","0","0","Felwood","","","","","","","","4128894","0","0","0","0","0"
"362","1","14","88","64","0","11","0","9","421","5","Razor Hill","","","","","","","","8323198","0","0","0","0","0"
"363","1","14","89","64","0","11","0","9","0","0","Valley of Trials","","","","","","","","4128894","0","0","0","0","0"
"364","1","14","90","64","75","11","0","9","0","0","The Den","","","","","","","","4128894","0","0","0","0","0"
"365","1","14","91","64","0","11","0","9","0","0","Burning Blade Coven","","","","","","","","4128894","0","0","0","0","0"
"366","1","14","92","64","0","11","0","9","0","7","Kolkar Crag","","","","","","","","8323198","0","0","0","0","0"
"367","1","14","93","64","0","11","0","185","0","6","Sen'jin Village","","","","","","","","8323198","0","0","0","0","0"
"368","1","14","94","64","0","11","32","3","68","7","Echo Isles","","","","","","","","8323198","0","0","0","0","0"
"369","1","14","95","64","0","11","0","9","0","9","Thunder Ridge","","","","","","","","8323198","0","0","0","0","0"
"370","1","14","96","64","0","11","0","9","0","8","Drygulch Ravine","","","","","","","","8323198","0","0","0","0","0"
"371","1","14","567","64","0","11","0","9","0","0","Dustwind Cave","","","","","","","","8323198","0","0","0","0","0"
"372","1","14","97","64","0","11","0","186","301","6","Tiragarde Keep","","","","","","","","8323198","0","0","0","0","0"
"373","1","14","98","64","0","11","0","9","0","0","Scuttle Coast","","","","","","","","8323198","0","0","0","0","0"
"374","1","14","99","64","0","11","0","9","0","0","Bladefist Bay","","","","","","","","8323198","0","0","0","0","0"
"375","1","14","100","64","0","11","0","9","0","0","Deadeye Shore","","","","","","","","8323198","0","0","0","0","0"
"377","1","0","101","64","0","11","0","9","0","9","Southfury River","","","","","","","","4128894","0","0","0","0","0"
"378","1","17","102","64","0","11","0","226","0","10","Camp Taurajo","","","","","","","","8323198","0","0","0","0","0"
"379","1","17","103","64","0","11","0","7","0","10","Far Watch Post","","","","","","","","8323198","0","0","0","0","0"
"380","1","17","104","64","0","11","0","228","0","15","The Crossroads","","","","","","","","4128894","0","0","0","0","0"
"381","1","17","105","64","0","11","0","0","0","17","Boulder Lode Mine","","","","","","","","4128894","0","0","0","0","0"
"382","1","17","552","64","0","11","0","3","0","15","The Sludge Fen","","","","","","","","8323198","0","0","0","0","0"
"383","1","17","106","64","0","11","0","0","0","14","The Dry Hills","","","","","","","","8323198","0","0","0","0","0"
"384","1","17","107","64","0","11","46","10","0","11","Dreadmist Peak","","","","","","","","8323198","0","0","0","0","0"
"385","1","17","108","64","0","11","0","3","301","15","Northwatch Hold","","","","","","","","8323198","0","0","0","0","0"
"386","1","17","109","64","0","11","32","3","0","12","The Forgotten Pools","","","","","","","","4128894","0","0","0","0","0"
"387","1","17","582","64","0","11","32","3","0","12","Lushwater Oasis","","","","","","","","4128894","0","0","0","0","0"
"388","1","17","110","64","0","11","32","3","0","15","The Stagnant Oasis","","","","","","","","4128894","0","0","0","0","0"
"390","1","17","111","64","0","11","0","0","0","20","Field of Giants","","","","","","","","8323198","0","0","0","0","0"
"391","1","17","112","64","0","11","32","3","0","12","The Merchant Coast","","","","","","","","8323198","0","0","0","0","0"
"392","1","17","113","64","0","11","0","3","0","15","Ratchet","","","","","","","","8323198","0","0","0","0","0"
"393","1","14","114","64","0","11","0","9","0","0","Darkspear Strand","","","","","","","","8323198","0","0","0","0","0"
"394","0","0","115","64","0","11","37","0","0","0","Darrowmere Lake UNUSED","","","","","","","","4128894","0","0","0","0","0"
"395","0","394","116","64","0","11","0","0","0","0","Caer Darrow UNUSED","","","","","","","","4128894","0","0","0","0","0"
"396","1","215","117","64","0","11","0","9","0","6","Winterhoof Water Well","","","","","","","","8323198","0","0","0","0","0"
"397","1","215","118","64","0","11","0","9","0","7","Thunderhorn Water Well","","","","","","","","8323198","0","0","0","0","0"
"398","1","215","441","64","0","11","0","9","0","8","Wildmane Water Well","","","","","","","","4128894","0","0","0","0","0"
"399","1","215","610","64","0","11","0","9","0","6","Skyline Ridge","","","","","","","","8323198","0","0","0","0","0"
"400","1","0","442","64","0","11","25","9","0","0","Thousand Needles","","","","","","","","4128894","0","0","0","0","0"
"401","1","17","443","64","0","11","32","3","0","0","The Tidus Stair","","","","","","","","4128894","0","0","0","0","0"
"403","1","15","568","64","0","11","0","0","0","0","Shady Rest Inn","","","","","","","","8323198","0","0","0","0","0"
"404","1","215","444","64","0","11","0","9","102","8","Bael'dun Digsite","","","","","","","","4128894","0","0","0","0","0"
"405","1","0","445","64","0","11","39","7","0","0","Desolace","","","","","","","","8323198","0","0","0","0","0"
"406","1","0","446","64","0","11","25","7","0","0","Stonetalon Mountains","","","","","","","","4128894","0","0","0","0","0"
"407","1","14","447","64","0","11","0","14","62","10","Orgrimmar UNUSED","","","","","","","","4128894","0","0","0","0","0"
"408","0","0","448","64","0","11","11","3","0","0","Gillijim's Isle","","","","","","","","8323198","0","0","0","0","0"
"409","0","0","449","64","0","11","32","3","0","0","Lapidis Isle","","","","","","","","8323198","0","0","0","0","0"
"410","1","14","450","64","0","11","0","9","0","8","Razorwind Canyon","","","","","","","","8323198","0","0","0","0","0"
"411","1","331","451","64","0","11","0","205","0","0","Bathran's Haunt","","","","","","","","8323198","0","0","0","0","0"
"412","1","331","625","64","0","11","0","205","0","0","The Ruins of Ordil'Aran","","","","","","","","8323198","0","0","0","0","0"
"413","1","331","452","64","0","11","0","0","0","19","Maestra's Post","","","","","","","","8323198","0","0","0","0","0"
"414","1","331","453","64","0","11","24","176","0","20","The Zoram Strand","","","","","","","","8323198","0","0","0","0","0"
"415","1","331","454","64","0","11","0","11","81","20","Astranaar","","","","","","","","8323198","0","0","0","0","0"
"416","1","331","455","64","0","11","0","199","0","23","The Shrine of Aessina","","","","","","","","8323198","0","0","0","0","0"
"417","1","331","456","64","0","11","28","193","0","25","Fire Scar Shrine","","","","","","","","8323198","0","0","0","0","0"
"418","1","331","457","64","0","11","28","193","0","23","The Ruins of Stardust","","","","","","","","8323198","0","0","0","0","0"
"419","1","331","458","64","0","11","0","204","0","28","The Howling Vale","","","","","","","","8323198","0","0","0","0","0"
"420","1","331","459","64","0","11","0","0","81","25","Silverwind Refuge","","","","","","","","8323198","0","0","0","0","0"
"421","1","331","460","64","0","11","0","0","0","25","Mystral Lake","","","","","","","","8323198","0","0","0","0","0"
"422","1","331","461","64","0","11","0","0","0","26","Fallen Sky Lake","","","","","","","","8323198","0","0","0","0","0"
"424","1","331","462","64","0","11","28","194","0","22","Iris Lake","","","","","","","","8323198","0","0","0","0","0"
"425","1","331","549","64","0","11","0","199","71","0","Moonwell","","","","","","","","8323198","0","0","0","0","0"
"426","1","331","463","64","0","11","0","0","0","24","Raynewood Retreat","","","","","","","","8323198","0","0","0","0","0"
"427","1","331","464","64","0","11","0","11","0","0","The Shady Nook","","","","","","","","8323198","0","0","0","0","0"
"428","1","331","569","64","0","11","0","3","121","25","Night Run","","","","","","","","8323198","0","0","0","0","0"
"429","1","331","611","64","0","11","0","3","121","0","Xavian","","","","","","","","8323198","0","0","0","0","0"
"430","1","331","465","64","0","11","0","3","121","28","Satyrnaar","","","","","","","","8323198","0","0","0","0","0"
"431","1","331","553","64","0","11","0","228","0","25","Splintertree Post","","","","","","","","4128894","0","0","0","0","0"
"432","1","331","466","64","0","11","0","205","0","30","The Dor'Danil Barrow Den","","","","","","","","4128894","0","0","0","0","0"
"433","1","331","467","64","0","11","0","0","0","0","Falfarren River","","","","","","","","8323198","0","0","0","0","0"
"434","1","331","570","64","0","11","48","193","0","29","Felfire Hill","","","","","","","","8323198","0","0","0","0","0"
"435","1","331","468","64","0","11","49","193","0","0","Demon Fall Canyon","","","","","","","","8323198","0","0","0","0","0"
"436","1","331","469","64","0","11","49","193","0","0","Demon Fall Ridge","","","","","","","","8323198","0","0","0","0","0"
"437","1","331","612","64","0","11","28","228","0","22","Warsong Lumber Camp","","","","","","","","4128894","0","0","0","0","0"
"438","1","331","470","64","0","11","0","188","301","20","Bough Shadow","","","","","","","","8323198","0","0","0","0","0"
"439","1","400","471","64","0","11","39","0","0","35","The Shimmering Flats","","","","","","","","4128894","0","0","0","0","0"
"440","1","0","472","64","0","11","39","176","0","0","Tanaris","","","","","","","","8323198","0","0","0","0","0"
"441","1","331","473","64","0","11","48","0","0","20","Lake Falathim","","","","","","","","8323198","0","0","0","0","0"
"442","1","148","474","64","0","11","0","0","81","12","Auberdine","","","","","","","","4128894","0","0","0","0","0"
"443","1","148","475","64","0","11","0","176","0","19","Ruins of Mathystra","","","","","","","","8323198","0","0","0","0","0"
"444","1","148","476","64","0","11","0","0","0","16","Tower of Althalaxx","","","","","","","","8323198","0","0","0","0","0"
"445","1","148","477","64","0","11","0","0","0","14","Cliffspring Falls","","","","","","","","8323198","0","0","0","0","0"
"446","1","148","478","64","0","11","0","0","0","11","Bashal'Aran","","","","","","","","8323198","0","0","0","0","0"
"447","1","148","479","64","0","11","0","15","0","11","Ameth'Aran","","","","","","","","8323198","0","0","0","0","0"
"448","1","148","480","64","0","11","0","0","302","15","Grove of the Ancients","","","","","","","","8323198","0","0","0","0","0"
"449","1","148","481","64","0","11","0","0","0","16","The Master's Glaive","","","","","","","","8323198","0","0","0","0","0"
"450","1","148","482","64","0","11","0","0","0","19","Remtravel's Excavation","","","","","","","","8323198","0","0","0","0","0"
"452","1","148","483","64","0","11","0","0","0","0","Mist's Edge","","","","","","","","4128894","0","0","0","0","0"
"453","1","148","583","64","0","11","0","0","0","0","The Long Wash","","","","","","","","4128894","0","0","0","0","0"
"454","1","148","484","64","0","11","0","0","0","0","Wildbend River","","","","","","","","8323198","0","0","0","0","0"
"455","1","148","485","64","0","11","0","0","0","0","Blackwood Den","","","","","","","","8323198","0","0","0","0","0"
"456","1","148","486","64","0","11","0","0","0","14","Cliffspring River","","","","","","","","8323198","0","0","0","0","0"
"457","1","0","571","64","0","11","24","200","201","0","The Veiled Sea","","","","","","","","4128894","0","0","0","0","0"
"458","1","17","487","64","0","11","0","7","0","0","Gold Road","","","","","","","","8323198","0","0","0","0","0"
"459","0","85","375","64","0","11","0","0","0","10","Scarlet Watch Post","","","","","","","","8323198","0","0","0","0","0"
"460","1","406","488","64","0","11","0","228","0","20","Sun Rock Retreat","","","","","","","","8323198","0","0","0","0","0"
"461","1","406","489","64","0","11","0","7","0","20","Windshear Crag","","","","","","","","8323198","0","0","0","0","0"
"463","1","406","490","64","0","11","0","7","0","0","Cragpool Lake","","","","","","","","4128894","0","0","0","0","0"
"464","1","406","491","64","0","11","0","7","0","21","Mirkfallon Lake","","","","","","","","8323198","0","0","0","0","0"
"465","1","406","492","64","0","11","0","7","0","25","The Charred Vale","","","","","","","","8323198","0","0","0","0","0"
"466","1","406","493","64","0","11","0","7","0","0","Valley of the Bloodfuries","","","","","","","","8323198","0","0","0","0","0"
"467","1","406","613","64","0","11","29","11","201","25","Stonetalon Peak","","","","","","","","8323198","0","0","0","0","0"
"468","1","406","494","64","0","11","29","11","0","0","The Talon Den","","","","","","","","8323198","0","0","0","0","0"
"469","1","406","495","64","0","11","0","7","0","0","Greatwood Vale","","","","","","","","8323198","0","0","0","0","0"
"470","1","215","496","64","0","11","45","9","0","10","Thunder Bluff UNUSED","","","","","","","","4128894","0","0","0","0","0"
"471","1","215","497","64","0","11","0","9","0","0","Brave Wind Mesa","","","","","","","","8323198","0","0","0","0","0"
"472","1","215","498","64","0","11","0","9","0","0","Fire Stone Mesa","","","","","","","","8323198","0","0","0","0","0"
"473","1","215","554","64","0","11","0","9","0","0","Mantle Rock","","","","","","","","8323198","0","0","0","0","0"
"474","1","215","499","64","0","11","0","9","0","0","Hunter Rise UNUSED","","","","","","","","4128894","0","0","0","0","0"
"475","1","215","500","64","0","11","0","9","0","0","Spirit RiseUNUSED","","","","","","","","4128894","0","0","0","0","0"
"476","1","215","501","64","0","11","0","9","0","0","Elder RiseUNUSED","","","","","","","","4128894","0","0","0","0","0"
"477","0","33","502","64","0","11","0","3","0","43","Ruins of Jubuwal","","","","","","","","4128894","0","0","0","0","0"
"478","1","141","503","64","0","11","0","11","0","8","Pools of Arlithrien","","","","","","","","8323198","0","0","0","0","0"
"479","1","400","504","64","0","11","0","9","0","0","The Rustmaul Dig Site","","","","","","","","4128894","0","0","0","0","0"
"480","1","400","505","64","0","11","0","9","0","30","Camp E'thok","","","","","","","","8323198","0","0","0","0","0"
"481","1","400","572","64","0","11","0","9","0","24","Splithoof Crag","","","","","","","","4128894","0","0","0","0","0"
"482","1","400","506","64","0","11","0","9","0","29","Highperch","","","","","","","","8323198","0","0","0","0","0"
"483","1","400","507","64","0","11","0","9","0","30","The Screeching Canyon","","","","","","","","8323198","0","0","0","0","0"
"484","1","400","508","64","0","11","0","226","0","26","Freewind Post","","","","","","","","8323198","0","0","0","0","0"
"485","1","400","509","64","0","11","0","9","0","25","The Great Lift","","","","","","","","8323198","0","0","0","0","0"
"486","1","400","510","64","0","11","0","9","0","0","Galak Hold","","","","","","","","8323198","0","0","0","0","0"
"487","1","400","511","64","0","11","0","9","0","0","Roguefeather Den","","","","","","","","8323198","0","0","0","0","0"
"488","1","400","512","64","0","11","0","9","0","0","The Weathered Nook","","","","","","","","8323198","0","0","0","0","0"
"489","1","357","513","64","0","11","0","0","0","0","Thalanaar","","","","","","","","8323198","0","0","0","0","0"
"490","1","0","514","64","0","11","33","223","0","0","Un'Goro Crater","","","","","","","","4128894","0","0","0","0","0"
"491","47","0","515","0","0","11","0","0","0","0","Razorfen Kraul","","","","","","","","4128894","4","0","0","0","0"
"492","0","10","516","64","0","11","0","15","0","26","Raven Hill Cemetery","","","","","","","","8323198","0","0","0","0","0"
"493","1","0","517","64","0","11","28","191","201","0","Moonglade","","","","","","","","8323198","0","0","0","0","0"
"495","0","0","519","64","0","11","0","11","0","0","DELETE ME","","","","","","","","4128894","0","0","0","0","0"
"496","1","15","518","64","0","11","0","214","0","36","Brackenwall Village","","","","","","","","8323198","0","0","0","0","0"
"497","1","15","520","64","0","11","0","0","0","0","Swamplight Manor","","","","","","","","8323198","0","0","0","0","0"
"498","1","15","521","64","0","11","0","0","0","0","Bloodfen Burrow","","","","","","","","8323198","0","0","0","0","0"
"499","1","15","522","64","0","11","0","0","0","0","Darkmist Cavern","","","","","","","","8323198","0","0","0","0","0"
"500","1","15","623","64","0","11","0","0","0","0","Moggle Point","","","","","","","","8323198","0","0","0","0","0"
"501","1","15","614","64","0","11","0","3","0","0","Beezil's Wreck","","","","","","","","8323198","0","0","0","0","0"
"502","1","15","624","64","0","11","0","0","0","36","Witch Hill","","","","","","","","8323198","0","0","0","0","0"
"503","1","15","573","64","0","11","0","191","0","0","Sentry Point","","","","","","","","8323198","0","0","0","0","0"
"504","1","15","523","64","0","11","0","191","0","0","North Point Tower","","","","","","","","8323198","0","0","0","0","0"
"505","1","15","524","64","0","11","0","0","0","0","West Point Tower","","","","","","","","8323198","0","0","0","0","0"
"506","1","15","525","64","0","11","0","191","0","0","Lost Point","","","","","","","","8323198","0","0","0","0","0"
"507","1","15","526","64","0","11","0","0","0","36","Bluefen","","","","","","","","8323198","0","0","0","0","0"
"508","1","15","527","64","0","11","0","0","0","0","Stonemaul Ruins","","","","","","","","8323198","0","0","0","0","0"
"509","1","15","528","64","0","11","0","0","0","38","The Den of Flame","","","","","","","","8323198","0","0","0","0","0"
"510","1","15","584","64","0","11","0","0","0","0","The Dragonmurk","","","","","","","","8323198","0","0","0","0","0"
"511","1","15","529","64","0","11","0","0","0","43","Wyrmbog","","","","","","","","8323198","0","0","0","0","0"
"512","1","15","530","64","0","11","0","0","0","0","Onyxia's Lair UNUSED","","","","","","","","4128894","0","0","0","0","0"
"513","1","15","531","64","0","11","43","13","401","36","Theramore Isle","","","","","","","","8323198","0","0","0","0","0"
"514","1","15","532","64","0","11","0","0","0","0","Foothold Citadel","","","","","","","","8323198","0","0","0","0","0"
"515","1","15","533","64","0","11","0","0","0","0","Ironclad Prison","","","","","","","","8323198","0","0","0","0","0"
"516","1","15","534","64","0","11","0","0","0","0","Dustwallow Bay","","","","","","","","8323198","0","0","0","0","0"
"517","1","15","535","64","0","11","0","0","0","0","Tidefury Cove","","","","","","","","8323198","0","0","0","0","0"
"518","1","15","536","64","0","11","0","0","0","36","Dreadmurk Shore","","","","","","","","8323198","0","0","0","0","0"
"536","0","10","537","64","0","11","0","2","0","24","Addle's Stead","","","","","","","","8323198","0","0","0","0","0"
"537","1","490","538","64","0","11","0","0","0","55","Fire Plume Ridge","","","","","","","","8323198","0","0","0","0","0"
"538","1","490","539","64","0","11","0","0","0","49","Lakkari Tar Pits","","","","","","","","4128894","0","0","0","0","0"
"539","1","490","540","64","0","11","0","0","0","53","Terror Run","","","","","","","","8323198","0","0","0","0","0"
"540","1","490","541","64","0","11","0","0","0","51","The Slithering Scar","","","","","","","","8323198","0","0","0","0","0"
"541","1","490","542","64","0","11","0","0","0","0","Marshal's Refuge","","","","","","","","8323198","0","0","0","0","0"
"542","1","490","543","64","0","11","0","0","0","0","Fungal Rock","","","","","","","","8323198","0","0","0","0","0"
"543","1","490","544","64","0","11","0","0","0","53","Golakka Hot Springs","","","","","","","","8323198","0","0","0","0","0"
"556","0","38","545","64","0","11","0","1","0","12","The Loch","","","","","","","","8323198","0","0","0","0","0"
"576","0","10","546","64","0","11","0","2","0","25","Beggar's Haunt","","","","","","","","8323198","0","0","0","0","0"
"596","1","405","593","64","0","11","0","7","0","35","Kodo Graveyard","","","","","","","","8323198","0","0","0","0","0"
"597","1","405","594","64","0","11","0","226","0","0","Ghost Walker Post","","","","","","","","8323198","0","0","0","0","0"
"598","1","405","595","64","0","11","31","227","0","0","Sar'theris Strand","","","","","","","","8323198","0","0","0","0","0"
"599","1","405","596","64","0","11","0","193","301","30","Thunder Axe Fortress","","","","","","","","8323198","0","0","0","0","0"
"600","1","405","597","64","0","11","0","7","0","0","Bolgan's Hole","","","","","","","","8323198","0","0","0","0","0"
"602","1","405","599","64","0","11","0","193","0","39","Mannoroc Coven","","","","","","","","8323198","0","0","0","0","0"
"603","1","405","600","64","0","11","0","76","0","31","Sargeron","","","","","","","","8323198","0","0","0","0","0"
"604","1","405","601","64","0","11","0","7","0","36","Magram Village","","","","","","","","8323198","0","0","0","0","0"
"606","1","405","603","64","0","11","0","7","0","34","Gelkis Village","","","","","","","","8323198","0","0","0","0","0"
"607","1","405","604","64","0","11","0","7","0","37","Valley of Spears","","","","","","","","8323198","0","0","0","0","0"
"608","1","405","605","64","0","11","0","206","103","30","Nijel's Point","","","","","","","","8323198","0","0","0","0","0"
"609","1","405","598","64","0","11","0","7","0","32","Kolkar Village","","","","","","","","8323198","0","0","0","0","0"
"616","1","0","619","64","0","11","410","500","0","0","Hyjal","","","","","","","","8323198","0","0","0","0","0"
"618","1","0","621","65","0","11","42","8","0","0","Winterspring","","","","","","","","8323198","0","0","0","0","0"
"636","1","406","626","64","0","11","0","7","0","0","Blackwolf River","","","","","","","","4128894","0","0","0","0","0"
"637","1","215","635","64","0","11","0","9","121","0","Kodo Rock","","","","","","","","4128894","0","0","0","0","0"
"638","1","14","636","64","0","11","0","0","0","0","Hidden Path","","","","","","","","4128894","0","0","0","0","0"
"639","1","14","637","64","0","11","0","0","0","0","Spirit Rock","","","","","","","","4128894","0","0","0","0","0"
"640","1","14","638","64","0","11","0","0","0","0","Shrine of the Dormant Flame","","","","","","","","4128894","0","0","0","0","0"
"656","1","493","295","64","0","11","0","0","0","15","Lake Elune'ara","","","","","","","","4128894","0","0","0","0","0"
"657","0","8","296","64","0","11","0","0","0","37","The Harborage","","","","","","","","4128894","0","0","0","0","0"
"676","150","0","297","64","0","11","370","277","0","60","Outland","","","","","","","","4128894","0","0","0","0","0"
"696","1","141","298","64","0","11","48","76","0","0","Craftsmen's Terrace UNUSED","","","","","","","","4128894","0","0","0","0","0"
"697","1","141","299","64","0","11","48","76","0","0","Tradesmen's Terrace UNUSED","","","","","","","","4128894","0","0","0","0","0"
"698","1","141","300","64","0","11","48","76","0","0","The Temple Gardens UNUSED","","","","","","","","4128894","0","0","0","0","0"
"699","1","141","301","64","0","11","48","76","0","0","Temple of Elune UNUSED","","","","","","","","4128894","0","0","0","0","0"
"700","1","141","302","64","0","11","48","76","65","0","Cenarion Enclave UNUSED","","","","","","","","4128894","0","0","0","0","0"
"701","1","141","303","64","0","11","48","76","0","0","Warrior's Terrace UNUSED","","","","","","","","4128894","0","0","0","0","0"
"702","1","141","304","64","0","11","0","0","0","11","Rut'theran Village","","","","","","","","4128894","0","0","0","0","0"
"716","0","1","639","64","0","11","0","0","0","0","Ironband's Compound","","","","","","","","4128894","0","0","0","0","0"
"717","34","0","640","0","0","11","0","0","0","0","The Stockade","","","","","","","","4128894","2","0","0","0","0"
